                   *  home ameya esim-workspace 10b5 10b5.cir
                   Transient Analysis  Thu Jul 30 12:31:01  2020
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-3.02291e-04	0.000000e+00	0.000000e+00	
1	5.000000e-13	-9.61464e-05	-4.64172e-04	1.132518e-04	
2	1.000000e-12	-3.86133e-05	-5.28478e-04	1.094921e-04	
3	2.000000e-12	5.606969e-05	-6.24813e-04	9.732668e-05	
4	4.000000e-12	1.671880e-04	-7.23051e-04	7.508292e-05	
5	8.000000e-12	2.787182e-04	-8.08780e-04	4.837102e-05	
6	1.600000e-11	3.092211e-04	-8.94269e-04	3.342342e-05	
7	3.200000e-11	-7.12119e-05	-1.01786e-03	5.251116e-06	
8	5.000000e-11	-6.89241e-04	-1.06574e-03	1.261709e-06	
9	5.320000e-11	-1.07924e-03	-4.06298e-04	-8.39385e-05	
10	5.960000e-11	-1.22068e-03	-2.37506e-04	-4.10957e-05	
11	7.240000e-11	-1.30055e-03	-1.55252e-04	-1.38101e-05	
12	9.800000e-11	-1.31510e-03	-8.34434e-05	-9.66031e-06	
13	1.479017e-10	-1.23598e-03	-7.48462e-06	1.642830e-05	
14	2.038274e-10	-1.18160e-03	1.859893e-05	1.142563e-05	
15	2.973061e-10	-1.18784e-03	-5.59615e-06	3.708381e-06	
16	3.970358e-10	-1.18630e-03	8.207011e-06	3.318567e-06	
17	5.774860e-10	-1.18469e-03	-5.26927e-06	-1.19595e-07	
18	9.383864e-10	-1.18750e-03	5.350127e-06	8.555470e-07	
19	1.636925e-09	-1.18440e-03	-5.09904e-06	-6.98397e-07	
20	2.787970e-09	-1.18781e-03	5.034988e-06	7.989146e-07	
21	5.090060e-09	-1.18429e-03	-4.96760e-06	-7.54361e-07	
22	9.694239e-09	-1.18789e-03	4.950408e-06	7.787309e-07	
23	1.890260e-08	-1.18426e-03	-4.93442e-06	-7.68697e-07	
24	3.731931e-08	-1.18790e-03	4.929481e-06	7.729649e-07	
25	7.415275e-08	-1.18426e-03	-4.92600e-06	-7.71969e-07	
26	1.478196e-07	-1.18791e-03	4.924472e-06	7.721274e-07	
27	2.951533e-07	-1.18426e-03	-4.92370e-06	-7.72176e-07	
28	5.898208e-07	-1.18791e-03	4.923311e-06	7.721984e-07	
29	1.000000e-06	-1.18426e-03	-4.92303e-06	-7.72213e-07	
30	1.000005e-06	-8.79121e-04	6.753583e-05	-5.68222e-04	
31	1.000015e-06	-7.22247e-04	2.593024e-05	-6.92261e-04	
32	1.000035e-06	-1.11049e-03	3.114961e-06	-8.17328e-04	
33	1.000050e-06	-1.47623e-03	-3.11561e-05	-8.20085e-04	
34	1.000054e-06	-1.78040e-03	-1.00444e-04	-2.67604e-04	
35	1.000062e-06	-1.87884e-03	-4.85195e-05	-1.83205e-04	
36	1.000078e-06	-1.93384e-03	-4.85995e-05	-1.16985e-04	
37	1.000110e-06	-1.97531e-03	-1.02687e-05	-6.90664e-05	
